ID;Nome Completo;Gênero;Data de Nascimento;Idade;Estado Civil;Cargo;Departamento;Data de Admissão;Salário (R$);Tipo de Contrato;Escolaridade;Status;Cidade;Estado;Home Office;Avaliação de Desempenho (0-10);Faltas no Ano;Treinamentos Concluídos
411;Clara Jesus;Feminino;1990-07-08;34;Viúvo(a);Coordenador de Marketing;Tecnologia da Informação;2023-05-05;7226.88;CLT;Superior Incompleto;Ativo;Farias da Serra;SP;Não;6.1;19;7
412;João Miguel Nunes;Outro;1964-06-30;60;Casado(a);Assistente Administrativo;Administrativo;2010-06-30;1818.26;CLT;Pós-graduação;Ativo;Mendes;DF;Não;7.1;11;5
413;Pedro Henrique Gomes;Feminino;2003-05-24;21;Viúvo(a);Analista Financeiro;Tecnologia da Informação;2004-10-10;3327.57;PJ;Ensino Médio;Desligado;Oliveira do Galho;SP;Não;9.5;7;6
414;Manuela Novaes;Masculino;1977-09-13;47;Solteiro(a);Gerente de Projetos;Financeiro;2019-05-23;11335.65;Estágio;Superior Completo;Desligado;Nascimento;RS;Não;4.0;1;12
415;Valentina Nogueira;Outro;1984-11-13;40;Divorciado(a);Contador;Logística;2002-11-16;5847.85;CLT;Ensino Médio;Desligado;Pereira de Moreira;CE;Sim;8.8;7;12
416;Noah Vieira;Outro;1992-11-28;32;Solteiro(a);Estagiário de TI;Financeiro;2022-11-27;1509.68;CLT;Superior Incompleto;Desligado;Oliveira;CE;Não;8.8;9;14
417;Carlos Eduardo Aragão;Masculino;1977-07-10;47;Viúvo(a);Coordenador de Marketing;Logística;2012-03-06;7716.61;PJ;Pós-graduação;Desligado;Viana;RJ;Sim;1.8;18;4
418;André Peixoto;Feminino;1993-04-08;32;Viúvo(a);Auxiliar de Logística;Financeiro;2014-05-11;1517.44;Estágio;Superior Incompleto;Desligado;Alves do Sul;RJ;Não;3.2;20;5
419;Ana Cavalcanti;Outro;1971-07-22;53;Solteiro(a);Desenvolvedor;Recursos Humanos;2018-10-01;6118.68;Temporário;Ensino Médio;Desligado;Silva;DF;Sim;3.8;12;1
420;Gustavo Freitas;Masculino;1967-06-12;57;Divorciado(a);Designer Gráfico;Administrativo;2013-07-21;4266.54;PJ;Superior Incompleto;Ativo;Nunes dos Dourados;SP;Não;3.1;14;9
421;Eduardo Campos;Outro;1972-11-18;52;Casado(a);Desenvolvedor;Tecnologia da Informação;2004-11-05;6881.3;CLT;Superior Completo;Ativo;Costela do Sul;CE;Não;8.6;17;0
422;Gabrielly Lopes;Outro;2000-11-10;24;Viúvo(a);Assistente Administrativo;Tecnologia da Informação;2007-05-06;2212.2;Estágio;Pós-graduação;Desligado;Barbosa de Pereira;CE;Sim;6.0;0;7
423;Sr. Pedro Henrique Araújo;Outro;1980-06-18;44;Divorciado(a);Designer Gráfico;Administrativo;2001-08-07;3747.83;PJ;Ensino Médio;Ativo;Fernandes;MG;Sim;6.5;1;4
424;Erick da Conceição;Masculino;1998-01-30;27;Divorciado(a);Auxiliar de Logística;Recursos Humanos;2024-01-10;1534.32;Estágio;Superior Incompleto;Ativo;Duarte;PR;Sim;9.7;18;11
425;Letícia Teixeira;Masculino;1967-08-07;57;Solteiro(a);Coordenador de Marketing;Marketing;2003-01-22;5789.99;Estágio;Ensino Médio;Desligado;Barbosa;DF;Sim;2.9;4;3
426;Maria Vitória Barros;Outro;1996-11-19;28;Divorciado(a);Auxiliar de Logística;Logística;2016-01-31;1789.63;PJ;Superior Incompleto;Ativo;Moraes do Oeste;RJ;Sim;4.8;19;9
427;Milena Rocha;Feminino;1977-04-11;48;Divorciado(a);Coordenador de Marketing;Logística;2019-05-21;6513.0;Temporário;Superior Incompleto;Desligado;Porto Grande;DF;Não;4.9;5;7
428;Isabel Rocha;Outro;1996-06-29;28;Divorciado(a);Assistente Administrativo;Recursos Humanos;2000-09-02;1882.74;Estágio;Ensino Médio;Ativo;Ribeiro;GO;Não;4.1;10;11
429;Luiz Otávio Jesus;Outro;2000-07-27;24;Casado(a);Analista de RH;Administrativo;2003-11-08;2801.78;Temporário;Superior Completo;Ativo;Moura da Prata;PR;Não;5.1;10;0
430;Noah Campos;Masculino;1970-01-21;55;Divorciado(a);Auxiliar de Logística;Financeiro;2007-11-10;2007.08;CLT;Superior Incompleto;Ativo;Vieira;BA;Não;9.2;15;15
431;Emanuella Fernandes;Masculino;1970-02-02;55;Casado(a);Analista Financeiro;Tecnologia da Informação;2000-09-22;4254.4;Temporário;Pós-graduação;Desligado;Viana do Campo;SP;Não;5.6;10;0
432;Benjamin Carvalho;Masculino;1986-10-22;38;Divorciado(a);Auxiliar de Logística;Recursos Humanos;2018-03-09;2178.73;Temporário;Ensino Médio;Desligado;Freitas Alegre;PE;Sim;5.7;12;5
433;Pedro Teixeira;Outro;1970-12-22;54;Solteiro(a);Coordenador de Marketing;Administrativo;2009-02-21;7502.37;CLT;Superior Completo;Desligado;Alves;RJ;Não;8.8;11;14
434;Vitor Gabriel Gomes;Feminino;1981-10-31;43;Casado(a);Estagiário de TI;Marketing;2017-05-13;1305.01;Temporário;Ensino Médio;Ativo;Cunha do Sul;RJ;Não;5.1;15;4
435;Pedro Pereira;Masculino;1993-10-18;31;Divorciado(a);Analista Financeiro;Administrativo;2012-12-31;4747.76;Temporário;Superior Completo;Ativo;Mendes;RJ;Sim;2.1;1;14
436;Rebeca Peixoto;Feminino;1995-09-07;29;Solteiro(a);Analista de RH;Marketing;2015-05-15;3898.51;CLT;Superior Completo;Desligado;Silva;SP;Sim;5.2;9;0
437;Eduardo da Paz;Outro;1993-05-09;32;Divorciado(a);Assistente Administrativo;Marketing;2008-10-28;1940.39;Temporário;Superior Completo;Desligado;Oliveira;CE;Sim;2.7;5;8
438;Bryan Fogaça;Masculino;1992-07-24;32;Solteiro(a);Designer Gráfico;Logística;2015-05-03;3673.9;PJ;Superior Completo;Desligado;da Costa;PR;Sim;9.4;9;7
439;Lucas Silva;Masculino;1980-02-21;45;Solteiro(a);Coordenador de Marketing;Logística;2011-12-18;7622.85;Estágio;Ensino Médio;Ativo;Rodrigues do Oeste;SP;Não;9.0;1;3
440;Olivia Peixoto;Feminino;2002-06-14;22;Solteiro(a);Desenvolvedor;Financeiro;2004-05-12;5175.75;Estágio;Superior Completo;Desligado;Lopes;BA;Sim;7.1;17;2
441;Samuel Viana;Feminino;1985-07-07;39;Casado(a);Desenvolvedor;Administrativo;2021-06-24;5404.83;Estágio;Superior Completo;Desligado;Monteiro;CE;Sim;9.5;4;8
442;Diogo Martins;Feminino;1978-12-27;46;Viúvo(a);Gerente de Projetos;Administrativo;2019-11-23;11586.32;Temporário;Superior Completo;Desligado;Silveira do Oeste;CE;Sim;0.7;3;11
443;Mariane Ribeiro;Feminino;2000-05-04;25;Viúvo(a);Gerente de Projetos;Marketing;2003-10-07;10839.71;PJ;Ensino Médio;Desligado;da Mata da Mata;RJ;Não;5.6;2;9
444;Vitória Viana;Outro;1988-02-20;37;Viúvo(a);Contador;Logística;2023-06-27;4533.6;PJ;Superior Incompleto;Desligado;Caldeira;PE;Sim;3.4;18;13
445;Srta. Clarice Nascimento;Feminino;1973-07-11;51;Divorciado(a);Estagiário de TI;Administrativo;2021-03-18;1341.69;CLT;Pós-graduação;Ativo;Mendes da Mata;GO;Não;3.3;3;14
446;Larissa Cardoso;Masculino;1966-11-08;58;Divorciado(a);Contador;Recursos Humanos;2024-08-28;4995.65;Estágio;Superior Completo;Desligado;Silva da Mata;SP;Sim;2.2;4;0
447;João Vitor Pires;Masculino;2004-05-17;21;Casado(a);Analista Financeiro;Logística;2022-09-29;3583.01;Estágio;Superior Incompleto;Ativo;Moreira;BA;Não;5.7;9;13
448;Pedro Miguel Melo;Outro;1980-05-10;45;Divorciado(a);Desenvolvedor;Logística;2010-06-22;4024.36;Estágio;Superior Incompleto;Desligado;Ferreira de Minas;SP;Não;9.0;1;0
449;Leonardo Silva;Outro;1987-10-09;37;Divorciado(a);Desenvolvedor;Marketing;2012-09-28;6597.04;PJ;Pós-graduação;Desligado;Novaes de Ribeiro;BA;Não;4.1;13;6
450;Ana Júlia Freitas;Outro;1971-06-21;53;Casado(a);Analista Financeiro;Tecnologia da Informação;2005-04-15;3376.45;Estágio;Superior Completo;Desligado;da Mota da Praia;MG;Não;10.0;4;4
451;Maria Luiza Gonçalves;Masculino;2004-05-16;21;Solteiro(a);Analista de RH;Tecnologia da Informação;2015-06-27;3582.01;Estágio;Pós-graduação;Ativo;Lima de Araújo;RJ;Sim;6.4;13;14
452;Arthur Carvalho;Outro;1984-10-26;40;Viúvo(a);Designer Gráfico;Tecnologia da Informação;2001-12-28;3572.47;Estágio;Pós-graduação;Desligado;Mendes da Serra;BA;Sim;1.9;19;0
453;Otávio Costela;Outro;1964-05-18;61;Viúvo(a);Assistente Administrativo;Administrativo;2007-10-09;2151.21;Estágio;Superior Completo;Ativo;Porto;SP;Não;7.0;3;15
454;Emanuelly Moraes;Outro;1978-09-08;46;Solteiro(a);Gerente de Projetos;Administrativo;2023-05-15;10656.47;Temporário;Pós-graduação;Ativo;Monteiro do Oeste;DF;Sim;2.5;20;2
455;Maria Vitória Farias;Outro;1979-12-10;45;Divorciado(a);Designer Gráfico;Recursos Humanos;2001-12-21;4336.09;CLT;Pós-graduação;Desligado;da Luz;DF;Não;5.7;10;13
456;Ana Luiza Martins;Feminino;1996-09-14;28;Divorciado(a);Coordenador de Marketing;Tecnologia da Informação;2024-02-29;4623.64;Temporário;Superior Completo;Ativo;Correia;CE;Sim;5.7;9;0
457;Larissa da Rocha;Feminino;1997-10-18;27;Viúvo(a);Desenvolvedor;Tecnologia da Informação;2001-04-12;5516.79;Temporário;Superior Completo;Ativo;Aragão de Oliveira;GO;Não;2.8;8;0
458;Larissa da Mota;Outro;1998-03-29;27;Solteiro(a);Designer Gráfico;Tecnologia da Informação;2001-07-08;4347.22;PJ;Pós-graduação;Desligado;Costela da Serra;MG;Não;7.8;7;15
459;Srta. Isis Araújo;Masculino;1987-03-26;38;Solteiro(a);Auxiliar de Logística;Recursos Humanos;2015-10-16;2177.14;PJ;Pós-graduação;Desligado;Carvalho da Prata;PE;Sim;6.6;20;5
460;Dra. Yasmin Gomes;Masculino;1971-06-07;53;Divorciado(a);Analista de RH;Administrativo;2005-12-26;2896.59;CLT;Ensino Médio;Ativo;Pires;CE;Não;4.8;15;7
461;Carolina Novaes;Feminino;1993-12-17;31;Viúvo(a);Analista Financeiro;Marketing;2018-03-07;3290.3;Estágio;Ensino Médio;Desligado;Porto de Minas;CE;Não;6.8;16;1
462;Sr. Pedro Miguel Peixoto;Masculino;1987-01-29;38;Divorciado(a);Contador;Logística;2008-08-28;5795.11;Temporário;Superior Completo;Desligado;Cardoso;PR;Sim;2.6;18;12
463;Júlia Dias;Feminino;1999-09-02;25;Casado(a);Designer Gráfico;Tecnologia da Informação;2008-06-01;3683.92;PJ;Superior Completo;Ativo;Barros;SP;Sim;0.1;3;3
464;Dr. Igor da Paz;Outro;1998-06-06;26;Viúvo(a);Auxiliar de Logística;Tecnologia da Informação;2019-08-11;2007.68;Temporário;Superior Incompleto;Ativo;da Conceição;SP;Sim;0.6;19;6
465;Emanuelly Ramos;Outro;1990-09-27;34;Solteiro(a);Desenvolvedor;Recursos Humanos;2002-09-11;6569.32;PJ;Pós-graduação;Ativo;Ferreira do Norte;RJ;Sim;2.5;14;2
466;Dra. Ana Lívia Lima;Outro;2000-01-16;25;Viúvo(a);Coordenador de Marketing;Financeiro;2007-01-24;6922.78;Temporário;Superior Completo;Ativo;Viana;RJ;Não;7.8;12;12
467;Srta. Vitória Santos;Feminino;1994-02-07;31;Solteiro(a);Coordenador de Marketing;Marketing;2019-07-23;5122.75;CLT;Pós-graduação;Ativo;Lopes;GO;Não;1.8;15;3
468;Leonardo Monteiro;Masculino;1991-06-23;33;Viúvo(a);Assistente Administrativo;Logística;2005-02-16;2250.34;Estágio;Superior Completo;Ativo;Lima das Pedras;SP;Sim;0.7;8;14
469;Carolina Alves;Masculino;2001-02-03;24;Viúvo(a);Gerente de Projetos;Administrativo;2023-04-12;10201.68;CLT;Pós-graduação;Desligado;Moreira de da Luz;MG;Não;9.0;18;0
470;Olivia Nogueira;Outro;1995-08-20;29;Viúvo(a);Analista Financeiro;Financeiro;2014-10-16;3807.83;CLT;Superior Incompleto;Ativo;Nascimento;PE;Não;1.2;17;11
471;Nicole Barbosa;Feminino;1994-05-04;31;Divorciado(a);Contador;Recursos Humanos;2022-03-26;5080.68;CLT;Superior Completo;Desligado;Pires de Costela;RJ;Não;7.6;9;6
472;Anthony Campos;Masculino;2004-09-25;20;Solteiro(a);Contador;Administrativo;2004-01-22;3977.51;Estágio;Ensino Médio;Desligado;Moraes Paulista;CE;Sim;8.9;14;6
473;Alice Novaes;Masculino;1972-09-15;52;Solteiro(a);Assistente Administrativo;Recursos Humanos;2007-02-17;2303.82;PJ;Pós-graduação;Desligado;da Conceição de Dias;RJ;Não;5.0;14;0
474;Nicolas das Neves;Masculino;1988-01-04;37;Divorciado(a);Analista de RH;Marketing;2011-11-21;3681.67;CLT;Pós-graduação;Ativo;Dias da Prata;RS;Não;9.4;17;4
475;Matheus Moraes;Outro;1993-12-01;31;Casado(a);Desenvolvedor;Recursos Humanos;2021-12-05;6206.38;Estágio;Ensino Médio;Desligado;da Mota do Oeste;GO;Sim;2.4;20;4
476;Noah Costela;Masculino;1979-09-17;45;Casado(a);Analista de RH;Marketing;2019-03-20;3731.11;CLT;Pós-graduação;Ativo;Costa das Pedras;GO;Sim;8.2;3;3
477;Ana Laura Moreira;Feminino;1979-12-09;45;Casado(a);Desenvolvedor;Tecnologia da Informação;2020-05-23;5278.63;Estágio;Superior Completo;Ativo;Rodrigues do Oeste;GO;Sim;3.2;6;1
478;João Felipe Nunes;Outro;1986-03-01;39;Casado(a);Auxiliar de Logística;Recursos Humanos;2012-05-22;1584.52;PJ;Pós-graduação;Ativo;Teixeira;BA;Sim;4.4;18;1
479;Melissa Porto;Masculino;1966-04-24;59;Solteiro(a);Designer Gráfico;Financeiro;2020-09-13;4122.02;CLT;Pós-graduação;Ativo;Sales de Oliveira;SP;Sim;1.8;2;9
480;Henrique Fogaça;Feminino;1971-09-12;53;Viúvo(a);Gerente de Projetos;Tecnologia da Informação;2000-12-05;7715.44;Temporário;Pós-graduação;Desligado;Pereira das Pedras;RS;Sim;6.1;1;5
481;Camila Alves;Outro;1996-07-18;28;Viúvo(a);Designer Gráfico;Recursos Humanos;2006-11-30;3866.23;Temporário;Superior Completo;Desligado;Rocha;SP;Sim;1.9;16;3
482;Nina Moura;Outro;1993-07-18;31;Divorciado(a);Estagiário de TI;Logística;2005-05-01;1331.57;PJ;Superior Completo;Ativo;Castro dos Dourados;RS;Sim;8.0;15;15
483;Milena Santos;Masculino;1980-11-30;44;Casado(a);Analista de RH;Recursos Humanos;2023-10-04;3467.29;Temporário;Superior Incompleto;Desligado;Melo;PR;Não;6.2;14;1
484;Srta. Daniela Alves;Masculino;2001-03-09;24;Solteiro(a);Estagiário de TI;Tecnologia da Informação;2014-07-20;1294.83;CLT;Pós-graduação;Ativo;Moraes Verde;RJ;Sim;7.2;18;10
485;Thomas Novaes;Feminino;1969-06-09;55;Casado(a);Auxiliar de Logística;Tecnologia da Informação;2003-02-24;2045.28;Temporário;Superior Incompleto;Ativo;Viana de Costa;RS;Não;8.7;12;7
486;Breno Costela;Masculino;1999-08-15;25;Viúvo(a);Designer Gráfico;Financeiro;2003-07-03;2892.38;Estágio;Superior Incompleto;Ativo;Nunes;GO;Não;1.8;11;4
487;Carlos Eduardo Moreira;Feminino;2002-12-08;22;Casado(a);Auxiliar de Logística;Marketing;2018-11-13;1641.55;PJ;Ensino Médio;Ativo;Melo de da Rosa;PR;Sim;1.1;14;14
488;Enrico da Rosa;Feminino;1972-10-12;52;Casado(a);Auxiliar de Logística;Tecnologia da Informação;2002-04-17;2120.49;PJ;Superior Incompleto;Ativo;Viana Alegre;RJ;Não;8.6;15;6
489;Emanuel Lima;Outro;1968-05-11;57;Viúvo(a);Analista Financeiro;Marketing;2004-04-03;3029.01;Estágio;Superior Incompleto;Ativo;Cunha;BA;Não;5.8;18;4
490;Antônio Aragão;Outro;2003-06-04;21;Solteiro(a);Contador;Recursos Humanos;2016-05-11;3600.15;Estágio;Ensino Médio;Desligado;Moura;DF;Não;4.8;3;14
491;Kamilly Novaes;Feminino;1995-10-29;29;Casado(a);Desenvolvedor;Logística;2022-12-20;6259.24;Estágio;Superior Incompleto;Ativo;Fogaça da Mata;BA;Não;2.4;2;0
492;Ryan Melo;Feminino;2001-10-30;23;Divorciado(a);Gerente de Projetos;Administrativo;2018-09-06;9296.41;CLT;Pós-graduação;Desligado;da Rocha;MG;Não;1.8;11;14
493;Agatha Castro;Outro;1974-08-11;50;Solteiro(a);Desenvolvedor;Financeiro;2018-01-02;6680.3;Temporário;Ensino Médio;Desligado;da Cunha Paulista;PE;Não;7.0;19;6
494;Lara Silveira;Outro;1979-12-27;45;Solteiro(a);Designer Gráfico;Marketing;2002-07-18;4050.79;CLT;Superior Completo;Ativo;Almeida Verde;RJ;Não;3.7;19;1
495;Agatha Cunha;Feminino;1977-01-10;48;Divorciado(a);Gerente de Projetos;Administrativo;2003-11-19;9793.95;CLT;Superior Incompleto;Ativo;Jesus;BA;Sim;5.4;20;15
496;Matheus Campos;Outro;1989-06-04;35;Casado(a);Assistente Administrativo;Marketing;2008-05-10;2046.9;Temporário;Pós-graduação;Desligado;Pereira;SP;Sim;3.7;14;15
497;Maria Eduarda Ferreira;Outro;1993-08-31;31;Solteiro(a);Analista Financeiro;Administrativo;2013-07-07;4063.81;Temporário;Pós-graduação;Desligado;Pires dos Dourados;RJ;Sim;8.9;14;2
498;Luiz Miguel Gonçalves;Masculino;1977-06-06;47;Viúvo(a);Gerente de Projetos;Marketing;2017-02-01;11791.28;CLT;Ensino Médio;Ativo;Silveira;PR;Sim;7.0;15;4
499;Dr. Diogo da Costa;Masculino;1996-01-14;29;Solteiro(a);Coordenador de Marketing;Financeiro;2022-01-28;7893.51;PJ;Pós-graduação;Desligado;Gonçalves;PE;Não;7.4;0;9
500;Marcos Vinicius Campos;Masculino;1975-12-07;49;Solteiro(a);Analista de RH;Tecnologia da Informação;2004-12-03;3752.42;Temporário;Pós-graduação;Desligado;Cunha de Goiás;BA;Não;5.9;16;14
501;Luigi Cavalcanti;Feminino;1984-10-24;40;Divorciado(a);Designer Gráfico;Tecnologia da Informação;2021-06-14;4327.08;Temporário;Superior Incompleto;Desligado;Nunes de Silveira;RS;Não;3.7;9;1
502;Clarice Martins;Masculino;1982-06-09;42;Divorciado(a);Coordenador de Marketing;Financeiro;2021-01-23;7846.75;PJ;Superior Completo;Ativo;da Luz de Cardoso;MG;Sim;1.6;3;1
503;Sr. Pedro Freitas;Feminino;1966-07-25;58;Casado(a);Analista Financeiro;Marketing;2020-02-21;3739.34;PJ;Ensino Médio;Desligado;Campos;BA;Sim;3.7;17;5
504;Clara Dias;Outro;1985-11-28;39;Divorciado(a);Desenvolvedor;Recursos Humanos;2006-12-02;5213.69;Estágio;Superior Incompleto;Desligado;Barbosa;BA;Sim;0.0;17;10
505;Samuel Viana;Outro;1986-07-11;38;Divorciado(a);Analista Financeiro;Marketing;2008-06-18;4939.21;PJ;Pós-graduação;Desligado;Moura Verde;RJ;Não;9.0;4;3
506;Vinicius Melo;Feminino;1978-07-21;46;Solteiro(a);Contador;Logística;2007-08-08;5602.19;Estágio;Superior Completo;Ativo;da Conceição do Amparo;BA;Sim;6.1;6;7
507;Davi Costela;Feminino;1998-07-19;26;Casado(a);Analista de RH;Recursos Humanos;2017-07-22;3307.62;Estágio;Ensino Médio;Desligado;da Conceição da Mata;RS;Não;3.2;19;1
508;Pietro Castro;Outro;1967-09-15;57;Divorciado(a);Contador;Tecnologia da Informação;2008-12-10;5289.91;Estágio;Superior Completo;Desligado;da Cruz;BA;Sim;2.8;11;9
509;Lívia Costa;Feminino;1980-07-11;44;Solteiro(a);Assistente Administrativo;Administrativo;2022-12-04;2421.46;Estágio;Pós-graduação;Desligado;Cardoso Verde;MG;Não;7.3;13;4
510;Ana Clara Santos;Outro;1969-07-20;55;Solteiro(a);Gerente de Projetos;Tecnologia da Informação;2018-02-05;8516.16;Temporário;Ensino Médio;Desligado;Martins de Freitas;RJ;Sim;4.1;8;13
511;Augusto Gonçalves;Masculino;1999-05-14;26;Viúvo(a);Designer Gráfico;Tecnologia da Informação;2011-10-21;3138.74;Estágio;Superior Completo;Desligado;Castro Verde;SP;Não;8.3;9;15
512;Diego Jesus;Outro;1994-03-15;31;Viúvo(a);Assistente Administrativo;Recursos Humanos;2010-07-30;2353.85;PJ;Superior Completo;Desligado;Lopes;CE;Sim;6.5;9;13
513;Bruno Oliveira;Masculino;1993-06-02;31;Viúvo(a);Assistente Administrativo;Recursos Humanos;2019-03-31;1883.55;Temporário;Pós-graduação;Ativo;Aragão;GO;Não;5.8;18;13
514;Isabel Silveira;Feminino;1971-08-05;53;Viúvo(a);Desenvolvedor;Marketing;2004-08-14;5537.58;CLT;Superior Completo;Ativo;Rezende da Prata;GO;Sim;1.5;14;4
515;Kamilly Martins;Feminino;2005-04-26;20;Casado(a);Analista de RH;Marketing;2002-08-18;3041.75;Temporário;Ensino Médio;Desligado;Azevedo de Gonçalves;PR;Sim;5.1;20;5
516;Juan Novaes;Masculino;1990-08-05;34;Casado(a);Estagiário de TI;Marketing;2001-12-23;1723.47;Temporário;Superior Completo;Desligado;da Rosa;RJ;Não;8.2;0;4
517;Nathan Dias;Outro;1985-08-22;39;Divorciado(a);Auxiliar de Logística;Financeiro;2022-07-05;1788.4;PJ;Ensino Médio;Ativo;Fogaça dos Dourados;MG;Sim;8.3;17;3
518;Dr. Thomas Sales;Feminino;1997-04-06;28;Viúvo(a);Desenvolvedor;Recursos Humanos;2005-11-24;6456.53;CLT;Pós-graduação;Desligado;Araújo;PR;Não;1.4;14;10
519;Lavínia Pires;Masculino;1983-10-26;41;Divorciado(a);Analista de RH;Administrativo;2009-06-09;3721.86;PJ;Superior Incompleto;Ativo;Santos;RS;Não;1.3;4;2
520;Emanuella Fernandes;Feminino;1983-06-26;41;Solteiro(a);Desenvolvedor;Recursos Humanos;2006-01-14;6324.08;Estágio;Ensino Médio;Ativo;Lopes;RJ;Sim;7.9;16;1
521;Dr. Antônio Melo;Feminino;1994-03-19;31;Solteiro(a);Coordenador de Marketing;Recursos Humanos;2015-09-02;4731.87;CLT;Ensino Médio;Ativo;da Rosa do Norte;GO;Sim;5.9;6;5
522;Luiz Miguel Melo;Outro;1996-10-07;28;Divorciado(a);Analista de RH;Recursos Humanos;2004-06-07;2718.34;Temporário;Superior Completo;Desligado;Viana;MG;Sim;5.0;2;3
523;Ian Fernandes;Outro;1987-09-24;37;Solteiro(a);Estagiário de TI;Tecnologia da Informação;2006-10-24;1629.49;Temporário;Superior Incompleto;Ativo;Cardoso;RJ;Sim;9.2;15;11
524;Ana Luiza Cavalcanti;Outro;1976-11-22;48;Casado(a);Analista Financeiro;Administrativo;2024-01-04;4915.5;PJ;Superior Completo;Desligado;Lima do Norte;PE;Sim;5.1;13;3
525;Otávio Teixeira;Feminino;1988-11-07;36;Solteiro(a);Analista Financeiro;Recursos Humanos;2024-11-18;4039.46;Estágio;Superior Completo;Desligado;Pinto de Minas;DF;Sim;0.8;15;3
526;Julia Barbosa;Feminino;1980-07-26;44;Divorciado(a);Analista Financeiro;Logística;2009-11-04;4472.35;Estágio;Superior Incompleto;Desligado;Jesus;PR;Não;1.9;2;15
527;Pietro Moreira;Outro;1986-10-08;38;Divorciado(a);Gerente de Projetos;Recursos Humanos;2019-05-15;11993.62;Estágio;Ensino Médio;Desligado;Cardoso de Barbosa;CE;Sim;1.2;12;12
528;Luna Moraes;Outro;1966-09-18;58;Solteiro(a);Gerente de Projetos;Recursos Humanos;2003-07-21;8818.55;PJ;Superior Completo;Ativo;Costa;GO;Não;1.2;13;15
529;Maria Barbosa;Feminino;1967-06-06;57;Divorciado(a);Contador;Marketing;2021-03-03;4689.57;Estágio;Pós-graduação;Desligado;Vieira;MG;Não;1.1;8;15
530;Enrico Novaes;Feminino;1992-03-14;33;Casado(a);Gerente de Projetos;Recursos Humanos;2017-09-03;7498.02;CLT;Ensino Médio;Desligado;Teixeira de Pereira;SP;Sim;3.8;10;4
531;Luiz Fernando da Paz;Feminino;1984-04-19;41;Solteiro(a);Desenvolvedor;Administrativo;2000-09-30;6254.83;Estágio;Pós-graduação;Ativo;Rezende da Prata;PR;Não;4.9;8;10
532;Melissa da Mota;Outro;1998-02-17;27;Solteiro(a);Analista de RH;Financeiro;2011-10-27;3820.19;CLT;Pós-graduação;Desligado;Fernandes;BA;Não;4.4;1;1
533;Luiz Gustavo Silveira;Masculino;1978-06-11;46;Divorciado(a);Gerente de Projetos;Financeiro;2024-04-18;9153.41;Temporário;Pós-graduação;Desligado;Cavalcanti;RJ;Não;6.6;17;15
534;Fernanda Porto;Feminino;1977-02-28;48;Casado(a);Estagiário de TI;Recursos Humanos;2016-08-03;1434.83;Estágio;Pós-graduação;Desligado;Monteiro;PR;Não;0.6;18;1
535;Thomas Silva;Masculino;1974-07-07;50;Divorciado(a);Auxiliar de Logística;Administrativo;2020-06-15;1908.78;Temporário;Pós-graduação;Ativo;Rezende Grande;PE;Não;9.9;13;11
536;Dra. Rebeca da Mota;Masculino;2000-04-12;25;Casado(a);Assistente Administrativo;Tecnologia da Informação;2019-01-22;2253.66;CLT;Ensino Médio;Desligado;Lima de Nascimento;RJ;Não;1.7;17;10
537;Ana Clara Rezende;Masculino;1971-09-19;53;Viúvo(a);Contador;Logística;2020-11-04;4786.9;Estágio;Superior Completo;Ativo;Farias de Cardoso;CE;Sim;9.9;12;12
538;Pietra Fogaça;Feminino;1987-01-19;38;Solteiro(a);Analista Financeiro;Recursos Humanos;2024-01-18;4381.73;PJ;Superior Completo;Desligado;Correia;DF;Não;1.7;9;11
539;Thiago Dias;Feminino;1973-11-05;51;Casado(a);Analista Financeiro;Administrativo;2011-12-28;4694.67;CLT;Superior Incompleto;Desligado;Cardoso do Norte;PR;Sim;3.0;18;12
540;Dra. Agatha Lima;Masculino;1994-11-29;30;Solteiro(a);Designer Gráfico;Recursos Humanos;2020-12-28;3806.17;Temporário;Ensino Médio;Desligado;Castro;PE;Sim;3.5;2;9
541;Ana Luiza Barbosa;Outro;1982-12-16;42;Divorciado(a);Contador;Administrativo;2018-01-15;4849.87;PJ;Pós-graduação;Desligado;Araújo do Oeste;PR;Não;6.7;17;5
542;André Peixoto;Masculino;1980-05-14;45;Casado(a);Designer Gráfico;Financeiro;2024-10-19;3162.02;Estágio;Superior Completo;Desligado;Fogaça das Pedras;GO;Sim;5.2;11;14
543;Sra. Olivia Porto;Masculino;1983-12-12;41;Casado(a);Gerente de Projetos;Administrativo;2002-07-27;10426.53;Temporário;Pós-graduação;Desligado;Barbosa;BA;Sim;6.3;13;8
544;Ana Júlia da Rosa;Feminino;1988-07-29;36;Casado(a);Coordenador de Marketing;Administrativo;2005-08-13;6604.31;Estágio;Superior Incompleto;Ativo;Carvalho;MG;Sim;0.3;9;14
545;Theo Jesus;Feminino;1989-04-22;36;Viúvo(a);Contador;Administrativo;2020-05-19;5764.14;PJ;Superior Incompleto;Desligado;Rodrigues;MG;Sim;2.6;8;5
546;Beatriz da Mata;Outro;1986-02-27;39;Solteiro(a);Analista Financeiro;Recursos Humanos;2016-08-15;3110.65;CLT;Superior Completo;Desligado;Carvalho;RJ;Não;9.0;2;12
547;João Guilherme Nunes;Outro;1987-07-20;37;Casado(a);Assistente Administrativo;Recursos Humanos;2011-11-22;2199.68;CLT;Superior Completo;Desligado;da Cunha de da Costa;RJ;Sim;6.0;10;10
